[Czas: 15:55:19.777]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:55:21.054]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897606] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 15:55:22.620]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897768] |	 Wynik cząstkowy: 84
[Czas: 15:55:22.620]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897768] |	 Wynik cząstkowy: 100
[Czas: 15:55:22.620]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897768] |	 Wynik cząstkowy: 59
[Czas: 15:55:22.620]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897768] |	 Wynik cząstkowy: 12
[Czas: 15:55:22.621]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897768] |	 ZDAŁ A (-> B) |	 Wynik: 54.40 pkt
[Czas: 15:55:22.622]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897769] treść nr: 16
[Czas: 15:55:22.622]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897769] treść nr: 28
[Czas: 15:55:22.622]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897769] treść nr: 38
[Czas: 15:55:22.622]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897769] treść nr: 2
[Czas: 15:55:22.622]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897769] treść nr: 20
[Czas: 15:55:22.623]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897769] |	 Wynik cząstkowy: 33
[Czas: 15:55:22.623]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897769] |	 Wynik cząstkowy: 58
[Czas: 15:55:22.623]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897769] |	 Wynik cząstkowy: 19
[Czas: 15:55:22.623]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897769] |	 Wynik cząstkowy: 29
[Czas: 15:55:22.623]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897769] |	 Wynik cząstkowy: 100
[Czas: 15:55:22.624]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897769] |	 ZDAŁ A (-> B) |	 Wynik: 47.80 pkt
[Czas: 15:55:22.624]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897770] treść nr: 48
[Czas: 15:55:22.624]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897770] treść nr: 28
[Czas: 15:55:22.624]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897770] treść nr: 34
[Czas: 15:55:22.625]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897770] treść nr: 25
[Czas: 15:55:22.625]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897770] treść nr: 27
[Czas: 15:55:22.625]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897770] |	 Wynik cząstkowy: 20
[Czas: 15:55:22.625]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897770] |	 Wynik cząstkowy: 9
[Czas: 15:55:22.625]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897770] |	 Wynik cząstkowy: 6
[Czas: 15:55:22.625]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897770] |	 Wynik cząstkowy: 17
[Czas: 15:55:22.626]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897770] |	 Wynik cząstkowy: 92
[Czas: 15:55:22.627]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897770] |	 OBLAŁ A (Koniec) |	 Wynik: 28.80 pkt
[Czas: 15:55:22.627]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897771] treść nr: 38
[Czas: 15:55:22.627]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897771] treść nr: 45
[Czas: 15:55:22.627]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897771] treść nr: 5
[Czas: 15:55:22.627]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897771] treść nr: 33
[Czas: 15:55:22.628]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897771] treść nr: 44
[Czas: 15:55:22.628]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897771] |	 Wynik cząstkowy: 51
[Czas: 15:55:22.628]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897771] |	 Wynik cząstkowy: 54
[Czas: 15:55:22.628]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897771] |	 Wynik cząstkowy: 35
[Czas: 15:55:22.628]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897771] |	 Wynik cząstkowy: 80
[Czas: 15:55:22.628]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897771] |	 Wynik cząstkowy: 59
[Czas: 15:55:22.629]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897771] |	 ZDAŁ A (-> B) |	 Wynik: 55.80 pkt
[Czas: 15:55:22.630]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897772] treść nr: 38
[Czas: 15:55:22.630]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897772] treść nr: 26
[Czas: 15:55:22.630]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897772] treść nr: 9
[Czas: 15:55:22.630]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897772] treść nr: 41
[Czas: 15:55:22.630]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897772] treść nr: 31
[Czas: 15:55:22.631]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897772] |	 Wynik cząstkowy: 42
[Czas: 15:55:22.631]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897772] |	 Wynik cząstkowy: 90
[Czas: 15:55:22.631]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897772] |	 Wynik cząstkowy: 72
[Czas: 15:55:22.631]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897772] |	 Wynik cząstkowy: 70
[Czas: 15:55:22.631]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897772] |	 Wynik cząstkowy: 69
[Czas: 15:55:22.632]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897772] |	 ZDAŁ A (-> B) |	 Wynik: 68.60 pkt
[Czas: 15:55:22.632]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897773] treść nr: 7
[Czas: 15:55:22.633]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897773] treść nr: 46
[Czas: 15:55:22.633]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897773] treść nr: 39
[Czas: 15:55:22.633]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897773] treść nr: 33
[Czas: 15:55:22.633]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897773] treść nr: 25
[Czas: 15:55:22.634]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897773] |	 Wynik cząstkowy: 72
[Czas: 15:55:22.634]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897773] |	 Wynik cząstkowy: 45
[Czas: 15:55:22.634]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897773] |	 Wynik cząstkowy: 44
[Czas: 15:55:22.634]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897773] |	 Wynik cząstkowy: 63
[Czas: 15:55:22.634]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897773] |	 Wynik cząstkowy: 5
[Czas: 15:55:22.634]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897773] |	 ZDAŁ A (-> B) |	 Wynik: 45.80 pkt
[Czas: 15:55:22.635]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897774] treść nr: 38
[Czas: 15:55:22.635]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897774] treść nr: 5
[Czas: 15:55:22.635]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897774] treść nr: 6
[Czas: 15:55:22.635]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897774] treść nr: 23
[Czas: 15:55:22.636]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897774] treść nr: 50
[Czas: 15:55:22.636]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897774] |	 Wynik cząstkowy: 40
[Czas: 15:55:22.636]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897774] |	 Wynik cząstkowy: 48
[Czas: 15:55:22.636]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897774] |	 Wynik cząstkowy: 7
[Czas: 15:55:22.636]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897774] |	 Wynik cząstkowy: 49
[Czas: 15:55:22.636]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897774] |	 Wynik cząstkowy: 83
[Czas: 15:55:22.637]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897774] |	 ZDAŁ A (-> B) |	 Wynik: 45.40 pkt
[Czas: 15:55:22.637]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897775] treść nr: 9
[Czas: 15:55:22.637]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897775] treść nr: 5
[Czas: 15:55:22.638]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897775] treść nr: 16
[Czas: 15:55:22.638]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897775] treść nr: 2
[Czas: 15:55:22.638]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897775] treść nr: 48
[Czas: 15:55:22.639]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897775] |	 Wynik cząstkowy: 4
[Czas: 15:55:22.639]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897775] |	 Wynik cząstkowy: 62
[Czas: 15:55:22.639]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897775] |	 Wynik cząstkowy: 32
[Czas: 15:55:22.638]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897775] |	 Wynik cząstkowy: 95
[Czas: 15:55:22.638]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897775] |	 Wynik cząstkowy: 49
[Czas: 15:55:22.639]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897775] |	 ZDAŁ A (-> B) |	 Wynik: 48.40 pkt
[Czas: 15:55:22.640]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897776] treść nr: 13
[Czas: 15:55:22.640]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897776] treść nr: 12
[Czas: 15:55:22.640]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897776] treść nr: 16
[Czas: 15:55:22.640]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897776] treść nr: 3
[Czas: 15:55:22.640]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897776] treść nr: 45
[Czas: 15:55:22.641]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897776] |	 Wynik cząstkowy: 47
[Czas: 15:55:22.641]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897776] |	 Wynik cząstkowy: 98
[Czas: 15:55:22.641]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897776] |	 Wynik cząstkowy: 82
[Czas: 15:55:22.641]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897776] |	 Wynik cząstkowy: 25
[Czas: 15:55:22.641]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897776] |	 Wynik cząstkowy: 53
[Czas: 15:55:22.642]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897776] |	 ZDAŁ A (-> B) |	 Wynik: 61.00 pkt
[Czas: 15:55:22.642]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897777] treść nr: 19
[Czas: 15:55:22.642]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897777] treść nr: 29
[Czas: 15:55:22.642]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897777] treść nr: 21
[Czas: 15:55:22.643]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897777] treść nr: 24
[Czas: 15:55:22.643]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897777] treść nr: 1
[Czas: 15:55:22.643]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897777] |	 Wynik cząstkowy: 9
[Czas: 15:55:22.643]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897777] |	 Wynik cząstkowy: 49
[Czas: 15:55:22.643]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897777] |	 Wynik cząstkowy: 100
[Czas: 15:55:22.644]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897777] |	 Wynik cząstkowy: 0
[Czas: 15:55:22.643]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897777] |	 Wynik cząstkowy: 86
[Czas: 15:55:22.644]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897777] |	 ZDAŁ A (-> B) |	 Wynik: 48.80 pkt
[Czas: 15:55:22.645]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897778] treść nr: 43
[Czas: 15:55:22.645]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897778] treść nr: 5
[Czas: 15:55:22.645]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897778] treść nr: 10
[Czas: 15:55:22.645]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897778] treść nr: 6
[Czas: 15:55:22.645]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897778] treść nr: 42
[Czas: 15:55:22.646]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897778] |	 Wynik cząstkowy: 4
[Czas: 15:55:22.646]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897778] |	 Wynik cząstkowy: 100
[Czas: 15:55:22.646]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897778] |	 Wynik cząstkowy: 38
[Czas: 15:55:22.646]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897778] |	 Wynik cząstkowy: 35
[Czas: 15:55:22.646]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897778] |	 Wynik cząstkowy: 5
[Czas: 15:55:22.646]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897778] |	 ZDAŁ A (-> B) |	 Wynik: 36.40 pkt
[Czas: 15:55:22.647]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897779] treść nr: 12
[Czas: 15:55:22.647]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897779] treść nr: 24
[Czas: 15:55:22.647]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897779] treść nr: 42
[Czas: 15:55:22.647]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897779] treść nr: 17
[Czas: 15:55:22.648]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897779] treść nr: 20
[Czas: 15:55:22.648]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897779] |	 Wynik cząstkowy: 57
[Czas: 15:55:22.648]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897779] |	 Wynik cząstkowy: 31
[Czas: 15:55:22.648]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897779] |	 Wynik cząstkowy: 46
[Czas: 15:55:22.648]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897779] |	 Wynik cząstkowy: 66
[Czas: 15:55:22.648]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897779] |	 Wynik cząstkowy: 95
[Czas: 15:55:22.649]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897779] |	 ZDAŁ A (-> B) |	 Wynik: 59.00 pkt
[Czas: 15:55:22.650]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897780] treść nr: 5
[Czas: 15:55:22.650]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897780] treść nr: 2
[Czas: 15:55:22.650]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897780] treść nr: 9
[Czas: 15:55:22.650]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897780] treść nr: 31
[Czas: 15:55:22.650]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897780] treść nr: 3
[Czas: 15:55:22.651]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 897780] |	 Wynik cząstkowy: 92
[Czas: 15:55:22.651]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897780] |	 Wynik cząstkowy: 86
[Czas: 15:55:22.651]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897780] |	 Wynik cząstkowy: 45
[Czas: 15:55:22.651]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897780] |	 Wynik cząstkowy: 41
[Czas: 15:55:22.651]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 897780] |	 Wynik cząstkowy: 12
[Czas: 15:55:22.652]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897780] |	 ZDAŁ A (-> B) |	 Wynik: 55.20 pkt
[Czas: 15:55:22.653]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 897781] treść nr: 33
[Czas: 15:55:22.653]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 897781] treść nr: 29
[Czas: 15:55:22.653]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 897781] treść nr: 19
[Czas: 15:55:22.654]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 897781] treść nr: 43
[Czas: 15:55:22.654]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 897781] treść nr: 36
[Czas: 15:55:22.654]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 897781] |	 Wynik cząstkowy: 0
[Czas: 15:55:22.654]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 897781] |	 Wynik cząstkowy: 1
[Czas: 15:55:22.654]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 897781] |	 Wynik cząstkowy: 12
