[Czas: 15:56:41.370]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:56:44.472]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 908996] treść nr: 29
[Czas: 15:56:47.423]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909565] |	 Wynik cząstkowy: 76
[Czas: 15:56:47.423]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909565] |	 Wynik cząstkowy: 47
[Czas: 15:56:47.423]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909565] |	 Wynik cząstkowy: 75
[Czas: 15:56:47.423]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909565] |	 Wynik cząstkowy: 38
[Czas: 15:56:47.423]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909565] |	 ZDAŁ A (-> B) |	 Wynik: 58.40 pkt
[Czas: 15:56:47.424]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909566] treść nr: 41
[Czas: 15:56:47.424]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909566] treść nr: 8
[Czas: 15:56:47.424]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909566] treść nr: 25
[Czas: 15:56:47.424]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909566] treść nr: 23
[Czas: 15:56:47.424]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909566] treść nr: 31
[Czas: 15:56:47.425]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909566] |	 Wynik cząstkowy: 95
[Czas: 15:56:47.425]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909566] |	 Wynik cząstkowy: 0
[Czas: 15:56:47.425]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909566] |	 Wynik cząstkowy: 54
[Czas: 15:56:47.425]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909566] |	 Wynik cząstkowy: 45
[Czas: 15:56:47.425]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909566] |	 Wynik cząstkowy: 34
[Czas: 15:56:47.426]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909566] |	 ZDAŁ A (-> B) |	 Wynik: 45.60 pkt
[Czas: 15:56:47.426]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909567] treść nr: 8
[Czas: 15:56:47.426]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909567] treść nr: 34
[Czas: 15:56:47.426]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909567] treść nr: 29
[Czas: 15:56:47.427]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909567] treść nr: 26
[Czas: 15:56:47.427]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909567] treść nr: 33
[Czas: 15:56:47.427]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909567] |	 Wynik cząstkowy: 90
[Czas: 15:56:47.427]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909567] |	 Wynik cząstkowy: 43
[Czas: 15:56:47.427]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909567] |	 Wynik cząstkowy: 22
[Czas: 15:56:47.427]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909567] |	 Wynik cząstkowy: 91
[Czas: 15:56:47.427]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909567] |	 Wynik cząstkowy: 30
[Czas: 15:56:47.428]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909567] |	 ZDAŁ A (-> B) |	 Wynik: 55.20 pkt
[Czas: 15:56:47.428]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909568] treść nr: 46
[Czas: 15:56:47.428]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909568] treść nr: 25
[Czas: 15:56:47.429]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909568] treść nr: 29
[Czas: 15:56:47.429]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909568] treść nr: 31
[Czas: 15:56:47.429]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909568] treść nr: 15
[Czas: 15:56:47.429]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909568] |	 Wynik cząstkowy: 48
[Czas: 15:56:47.429]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909568] |	 Wynik cząstkowy: 88
[Czas: 15:56:47.429]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909568] |	 Wynik cząstkowy: 28
[Czas: 15:56:47.430]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909568] |	 Wynik cząstkowy: 29
[Czas: 15:56:47.429]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909568] |	 Wynik cząstkowy: 90
[Czas: 15:56:47.430]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909568] |	 ZDAŁ A (-> B) |	 Wynik: 56.60 pkt
[Czas: 15:56:47.431]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909569] treść nr: 49
[Czas: 15:56:47.431]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909569] treść nr: 48
[Czas: 15:56:47.431]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909569] treść nr: 33
[Czas: 15:56:47.431]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909569] treść nr: 25
[Czas: 15:56:47.431]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909569] treść nr: 20
[Czas: 15:56:47.432]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909569] |	 Wynik cząstkowy: 70
[Czas: 15:56:47.432]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909569] |	 Wynik cząstkowy: 36
[Czas: 15:56:47.432]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909569] |	 Wynik cząstkowy: 98
[Czas: 15:56:47.432]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909569] |	 Wynik cząstkowy: 64
[Czas: 15:56:47.432]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909569] |	 Wynik cząstkowy: 82
[Czas: 15:56:47.433]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909569] |	 ZDAŁ A (-> B) |	 Wynik: 70.00 pkt
[Czas: 15:56:47.433]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909570] treść nr: 19
[Czas: 15:56:47.434]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909570] treść nr: 15
[Czas: 15:56:47.434]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909570] treść nr: 28
[Czas: 15:56:47.434]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909570] treść nr: 49
[Czas: 15:56:47.434]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909570] treść nr: 43
[Czas: 15:56:47.435]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909570] |	 Wynik cząstkowy: 16
[Czas: 15:56:47.435]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909570] |	 Wynik cząstkowy: 96
[Czas: 15:56:47.435]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909570] |	 Wynik cząstkowy: 21
[Czas: 15:56:47.435]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909570] |	 Wynik cząstkowy: 86
[Czas: 15:56:47.435]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909570] |	 Wynik cząstkowy: 6
[Czas: 15:56:47.435]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909570] |	 ZDAŁ A (-> B) |	 Wynik: 45.00 pkt
[Czas: 15:56:47.436]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909571] treść nr: 50
[Czas: 15:56:47.436]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909571] treść nr: 18
[Czas: 15:56:47.436]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909571] treść nr: 13
[Czas: 15:56:47.436]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909571] treść nr: 28
[Czas: 15:56:47.437]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909571] treść nr: 29
[Czas: 15:56:47.437]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909571] |	 Wynik cząstkowy: 4
[Czas: 15:56:47.437]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909571] |	 Wynik cząstkowy: 18
[Czas: 15:56:47.437]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909571] |	 Wynik cząstkowy: 54
[Czas: 15:56:47.437]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909571] |	 Wynik cząstkowy: 13
[Czas: 15:56:47.437]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909571] |	 Wynik cząstkowy: 15
[Czas: 15:56:47.438]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909571] |	 OBLAŁ A (Koniec) |	 Wynik: 20.80 pkt
[Czas: 15:56:47.439]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909572] treść nr: 21
[Czas: 15:56:47.439]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909572] treść nr: 7
[Czas: 15:56:47.439]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909572] treść nr: 34
[Czas: 15:56:47.439]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909572] treść nr: 46
[Czas: 15:56:47.439]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909572] treść nr: 28
[Czas: 15:56:47.440]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909572] |	 Wynik cząstkowy: 71
[Czas: 15:56:47.440]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909572] |	 Wynik cząstkowy: 79
[Czas: 15:56:47.440]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909572] |	 Wynik cząstkowy: 82
[Czas: 15:56:47.440]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909572] |	 Wynik cząstkowy: 18
[Czas: 15:56:47.440]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909572] |	 Wynik cząstkowy: 6
[Czas: 15:56:47.440]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909572] |	 ZDAŁ A (-> B) |	 Wynik: 51.20 pkt
[Czas: 15:56:47.441]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909573] treść nr: 23
[Czas: 15:56:47.441]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909573] treść nr: 25
[Czas: 15:56:47.441]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909573] treść nr: 21
[Czas: 15:56:47.442]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909573] treść nr: 24
[Czas: 15:56:47.442]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909573] treść nr: 19
[Czas: 15:56:47.939]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909573] |	 Wynik cząstkowy: 67
[Czas: 15:56:47.939]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909573] |	 Wynik cząstkowy: 7
[Czas: 15:56:47.939]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909573] |	 Wynik cząstkowy: 25
[Czas: 15:56:47.939]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909573] |	 Wynik cząstkowy: 49
[Czas: 15:56:47.939]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909573] |	 Wynik cząstkowy: 60
[Czas: 15:56:47.940]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909573] |	 ZDAŁ A (-> B) |	 Wynik: 41.60 pkt
[Czas: 15:56:47.940]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909574] treść nr: 22
[Czas: 15:56:47.940]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909574] treść nr: 26
[Czas: 15:56:47.940]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909574] treść nr: 20
[Czas: 15:56:47.941]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909574] treść nr: 2
[Czas: 15:56:47.941]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909574] treść nr: 27
[Czas: 15:56:47.941]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909574] |	 Wynik cząstkowy: 65
[Czas: 15:56:47.941]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909574] |	 Wynik cząstkowy: 24
[Czas: 15:56:47.941]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909574] |	 Wynik cząstkowy: 64
[Czas: 15:56:47.941]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909574] |	 Wynik cząstkowy: 95
[Czas: 15:56:47.941]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909574] |	 Wynik cząstkowy: 86
[Czas: 15:56:47.942]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909574] |	 ZDAŁ A (-> B) |	 Wynik: 66.80 pkt
[Czas: 15:56:47.942]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909575] treść nr: 50
[Czas: 15:56:47.943]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909575] treść nr: 41
[Czas: 15:56:47.943]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909575] treść nr: 23
[Czas: 15:56:47.943]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909575] treść nr: 35
[Czas: 15:56:47.943]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909575] treść nr: 38
[Czas: 15:56:47.944]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909575] |	 Wynik cząstkowy: 28
[Czas: 15:56:47.944]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909575] |	 Wynik cząstkowy: 42
[Czas: 15:56:47.944]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909575] |	 Wynik cząstkowy: 88
[Czas: 15:56:47.944]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909575] |	 Wynik cząstkowy: 6
[Czas: 15:56:47.944]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909575] |	 Wynik cząstkowy: 14
[Czas: 15:56:47.958]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909575] |	 ZDAŁ A (-> B) |	 Wynik: 35.60 pkt
[Czas: 15:56:47.959]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909576] treść nr: 28
[Czas: 15:56:47.959]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909576] treść nr: 29
[Czas: 15:56:47.960]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909576] treść nr: 23
[Czas: 15:56:47.960]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909576] treść nr: 49
[Czas: 15:56:47.960]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909576] treść nr: 2
[Czas: 15:56:47.961]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909576] |	 Wynik cząstkowy: 21
[Czas: 15:56:47.961]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909576] |	 Wynik cząstkowy: 65
[Czas: 15:56:47.961]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909576] |	 Wynik cząstkowy: 16
[Czas: 15:56:47.961]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909576] |	 Wynik cząstkowy: 30
[Czas: 15:56:47.961]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909576] |	 Wynik cząstkowy: 30
[Czas: 15:56:47.962]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909576] |	 ZDAŁ A (-> B) |	 Wynik: 32.40 pkt
[Czas: 15:56:47.962]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909577] treść nr: 24
[Czas: 15:56:47.962]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909577] treść nr: 38
[Czas: 15:56:47.962]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909577] treść nr: 20
[Czas: 15:56:47.964]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909577] treść nr: 43
[Czas: 15:56:47.964]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909577] treść nr: 39
[Czas: 15:56:47.966]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909577] |	 Wynik cząstkowy: 92
[Czas: 15:56:47.966]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909577] |	 Wynik cząstkowy: 26
[Czas: 15:56:47.966]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909577] |	 Wynik cząstkowy: 21
[Czas: 15:56:47.966]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 909577] |	 Wynik cząstkowy: 28
[Czas: 15:56:47.966]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 909577] |	 Wynik cząstkowy: 11
[Czas: 15:56:47.966]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 909577] |	 ZDAŁ A (-> B) |	 Wynik: 35.60 pkt
[Czas: 15:56:47.967]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 909578] treść nr: 12
[Czas: 15:56:47.967]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 909578] treść nr: 46
[Czas: 15:56:47.967]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 909578] treść nr: 5
[Czas: 15:56:47.967]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 909578] treść nr: 34
[Czas: 15:56:47.967]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 909578] treść nr: 33
[Czas: 15:56:47.968]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 909578] |	 Wynik cząstkowy: 87
[Czas: 15:56:47.968]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 909578] |	 Wynik cząstkowy: 56
[Czas: 15:56:47.968]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 909578] |	 Wynik cząstkowy: 81
