[Czas: 15:27:16.177]	[Komisja B] [P] Przewodniczący 0 w komisji B: Rozpoczynam pracę.
[Czas: 15:27:22.489]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767349] treść nr: 37
[Czas: 15:27:45.465]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767564] |	 Wynik cząstkowy: 12
[Czas: 15:27:45.465]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767564] |	 OBLAŁ B |	 Wynik: 27.00 pkt
[Czas: 15:27:45.467]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767565] treść nr: 3
[Czas: 15:27:45.467]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767565] treść nr: 22
[Czas: 15:27:45.467]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767565] treść nr: 27
[Czas: 15:27:45.468]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767565] |	 Wynik cząstkowy: 65
[Czas: 15:27:45.468]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767565] |	 Wynik cząstkowy: 57
[Czas: 15:27:45.468]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767565] |	 Wynik cząstkowy: 44
[Czas: 15:27:45.468]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767565] |	 ZDAŁ B |	 Wynik: 55.33 pkt
[Czas: 15:27:45.470]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767566] treść nr: 24
[Czas: 15:27:45.470]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767566] treść nr: 50
[Czas: 15:27:45.470]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767566] treść nr: 25
[Czas: 15:27:45.471]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767566] |	 Wynik cząstkowy: 82
[Czas: 15:27:45.471]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767566] |	 Wynik cząstkowy: 50
[Czas: 15:27:45.471]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767566] |	 Wynik cząstkowy: 16
[Czas: 15:27:45.471]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767566] |	 ZDAŁ B |	 Wynik: 49.33 pkt
[Czas: 15:27:45.472]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767567] treść nr: 44
[Czas: 15:27:45.472]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767567] treść nr: 13
[Czas: 15:27:45.473]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767567] treść nr: 22
[Czas: 15:27:45.473]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767567] |	 Wynik cząstkowy: 35
[Czas: 15:27:45.473]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767567] |	 Wynik cząstkowy: 22
[Czas: 15:27:45.473]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767567] |	 Wynik cząstkowy: 77
[Czas: 15:27:45.474]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767567] |	 ZDAŁ B |	 Wynik: 44.67 pkt
[Czas: 15:27:45.475]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767569] treść nr: 46
[Czas: 15:27:45.476]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767569] treść nr: 6
[Czas: 15:27:45.476]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767569] treść nr: 30
[Czas: 15:27:45.476]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767569] |	 Wynik cząstkowy: 70
[Czas: 15:27:45.476]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767569] |	 Wynik cząstkowy: 57
[Czas: 15:27:45.476]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767569] |	 Wynik cząstkowy: 5
[Czas: 15:27:45.477]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767569] |	 ZDAŁ B |	 Wynik: 44.00 pkt
[Czas: 15:27:45.478]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767570] treść nr: 37
[Czas: 15:27:45.478]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767570] treść nr: 33
[Czas: 15:27:45.478]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767570] treść nr: 17
[Czas: 15:27:45.479]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767570] |	 Wynik cząstkowy: 0
[Czas: 15:27:45.479]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767570] |	 Wynik cząstkowy: 62
[Czas: 15:27:45.479]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767570] |	 Wynik cząstkowy: 16
[Czas: 15:27:45.479]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767570] |	 OBLAŁ B |	 Wynik: 26.00 pkt
[Czas: 15:27:45.483]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767572] treść nr: 28
[Czas: 15:27:45.483]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767572] treść nr: 48
[Czas: 15:27:45.484]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767572] treść nr: 17
[Czas: 15:27:45.484]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767572] |	 Wynik cząstkowy: 25
[Czas: 15:27:45.484]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767572] |	 Wynik cząstkowy: 71
[Czas: 15:27:45.484]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767572] |	 Wynik cząstkowy: 53
[Czas: 15:27:45.485]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767572] |	 ZDAŁ B |	 Wynik: 49.67 pkt
[Czas: 15:27:45.486]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767573] treść nr: 25
[Czas: 15:27:45.486]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767573] treść nr: 40
[Czas: 15:27:45.486]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767573] treść nr: 43
[Czas: 15:27:45.487]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767573] |	 Wynik cząstkowy: 66
[Czas: 15:27:45.487]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767573] |	 Wynik cząstkowy: 86
[Czas: 15:27:45.487]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767573] |	 Wynik cząstkowy: 39
[Czas: 15:27:45.487]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767573] |	 ZDAŁ B |	 Wynik: 63.67 pkt
[Czas: 15:27:45.489]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767574] treść nr: 31
[Czas: 15:27:45.489]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767574] treść nr: 36
[Czas: 15:27:45.489]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767574] treść nr: 24
[Czas: 15:27:45.489]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767574] |	 Wynik cząstkowy: 82
[Czas: 15:27:45.489]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767574] |	 Wynik cząstkowy: 70
[Czas: 15:27:45.490]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767574] |	 Wynik cząstkowy: 94
[Czas: 15:27:45.490]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767574] |	 ZDAŁ B |	 Wynik: 82.00 pkt
[Czas: 15:27:45.491]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767575] treść nr: 8
[Czas: 15:27:45.492]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767575] treść nr: 18
[Czas: 15:27:45.492]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767575] treść nr: 27
[Czas: 15:27:45.492]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767575] |	 Wynik cząstkowy: 1
[Czas: 15:27:45.492]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767575] |	 Wynik cząstkowy: 99
[Czas: 15:27:45.492]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767575] |	 Wynik cząstkowy: 66
[Czas: 15:27:45.493]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767575] |	 ZDAŁ B |	 Wynik: 55.33 pkt
[Czas: 15:27:45.494]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767576] treść nr: 45
[Czas: 15:27:45.494]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767576] treść nr: 5
[Czas: 15:27:45.495]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767576] treść nr: 18
[Czas: 15:27:45.496]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767576] |	 Wynik cząstkowy: 4
[Czas: 15:27:45.496]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767576] |	 Wynik cząstkowy: 45
[Czas: 15:27:45.496]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767576] |	 Wynik cząstkowy: 39
[Czas: 15:27:45.496]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767576] |	 OBLAŁ B |	 Wynik: 29.33 pkt
[Czas: 15:27:45.497]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767577] treść nr: 8
[Czas: 15:27:45.497]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767577] treść nr: 32
[Czas: 15:27:45.497]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767577] treść nr: 12
[Czas: 15:27:45.498]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767577] |	 Wynik cząstkowy: 60
[Czas: 15:27:45.498]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767577] |	 Wynik cząstkowy: 55
[Czas: 15:27:45.498]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767577] |	 Wynik cząstkowy: 37
[Czas: 15:27:45.498]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767577] |	 ZDAŁ B |	 Wynik: 50.67 pkt
[Czas: 15:27:45.499]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767578] treść nr: 19
[Czas: 15:27:45.500]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767578] treść nr: 14
[Czas: 15:27:45.500]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767578] treść nr: 11
[Czas: 15:27:45.500]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767578] |	 Wynik cząstkowy: 7
[Czas: 15:27:45.500]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767578] |	 Wynik cząstkowy: 50
[Czas: 15:27:45.500]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767578] |	 Wynik cząstkowy: 58
[Czas: 15:27:45.501]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767578] |	 ZDAŁ B |	 Wynik: 38.33 pkt
[Czas: 15:27:45.502]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767579] treść nr: 46
[Czas: 15:27:45.503]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767579] treść nr: 44
[Czas: 15:27:45.503]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767579] treść nr: 50
[Czas: 15:27:45.503]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767579] |	 Wynik cząstkowy: 19
[Czas: 15:27:45.503]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767579] |	 Wynik cząstkowy: 16
[Czas: 15:27:45.503]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767579] |	 Wynik cząstkowy: 34
[Czas: 15:27:45.504]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767579] |	 OBLAŁ B |	 Wynik: 23.00 pkt
[Czas: 15:27:45.505]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767580] treść nr: 33
[Czas: 15:27:45.505]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767580] treść nr: 43
[Czas: 15:27:45.505]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767580] treść nr: 48
[Czas: 15:27:45.506]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767580] |	 Wynik cząstkowy: 60
[Czas: 15:27:45.506]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767580] |	 Wynik cząstkowy: 25
[Czas: 15:27:45.506]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767580] |	 Wynik cząstkowy: 39
[Czas: 15:27:45.506]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767580] |	 ZDAŁ B |	 Wynik: 41.33 pkt
[Czas: 15:27:45.508]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767581] treść nr: 4
[Czas: 15:27:45.508]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767581] treść nr: 43
[Czas: 15:27:45.509]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767581] treść nr: 5
[Czas: 15:27:45.509]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767581] |	 Wynik cząstkowy: 65
[Czas: 15:27:45.509]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767581] |	 Wynik cząstkowy: 66
[Czas: 15:27:45.509]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767581] |	 Wynik cząstkowy: 7
[Czas: 15:27:45.510]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767581] |	 ZDAŁ B |	 Wynik: 46.00 pkt
[Czas: 15:27:45.511]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767582] treść nr: 44
[Czas: 15:27:45.511]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767582] treść nr: 21
[Czas: 15:27:45.511]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767582] treść nr: 39
[Czas: 15:27:45.512]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767582] |	 Wynik cząstkowy: 84
[Czas: 15:27:45.512]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767582] |	 Wynik cząstkowy: 11
[Czas: 15:27:45.512]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767582] |	 Wynik cząstkowy: 50
[Czas: 15:27:45.512]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767582] |	 ZDAŁ B |	 Wynik: 48.33 pkt
[Czas: 15:27:45.514]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767583] treść nr: 46
[Czas: 15:27:45.514]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767583] treść nr: 19
[Czas: 15:27:45.514]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767583] treść nr: 11
[Czas: 15:27:45.514]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767583] |	 Wynik cząstkowy: 21
[Czas: 15:27:45.514]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767583] |	 Wynik cząstkowy: 48
[Czas: 15:27:45.514]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767583] |	 Wynik cząstkowy: 40
[Czas: 15:27:45.515]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767583] |	 ZDAŁ B |	 Wynik: 36.33 pkt
[Czas: 15:27:45.516]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767584] treść nr: 24
[Czas: 15:27:45.516]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767584] treść nr: 39
[Czas: 15:27:45.516]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767584] treść nr: 7
[Czas: 15:27:45.517]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767584] |	 Wynik cząstkowy: 46
[Czas: 15:27:45.517]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767584] |	 Wynik cząstkowy: 4
[Czas: 15:27:45.517]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767584] |	 Wynik cząstkowy: 33
[Czas: 15:27:45.518]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767584] |	 OBLAŁ B |	 Wynik: 27.67 pkt
[Czas: 15:27:45.519]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767585] treść nr: 22
[Czas: 15:27:45.519]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767585] treść nr: 47
[Czas: 15:27:45.519]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767585] treść nr: 12
[Czas: 15:27:45.520]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767585] |	 Wynik cząstkowy: 16
[Czas: 15:27:45.520]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767585] |	 Wynik cząstkowy: 73
[Czas: 15:27:45.520]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767585] |	 Wynik cząstkowy: 41
[Czas: 15:27:45.520]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767585] |	 ZDAŁ B |	 Wynik: 43.33 pkt
[Czas: 15:27:45.521]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767586] treść nr: 25
[Czas: 15:27:45.521]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767586] treść nr: 18
[Czas: 15:27:45.522]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767586] treść nr: 12
[Czas: 15:27:45.522]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767586] |	 Wynik cząstkowy: 36
[Czas: 15:27:45.522]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 767586] |	 Wynik cząstkowy: 53
[Czas: 15:27:45.522]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767586] |	 Wynik cząstkowy: 44
[Czas: 15:27:45.523]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 767586] |	 ZDAŁ B |	 Wynik: 44.33 pkt
[Czas: 15:27:45.524]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767587] treść nr: 30
[Czas: 15:27:45.524]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 767587] treść nr: 48
[Czas: 15:27:45.525]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 767587] treść nr: 13
[Czas: 15:27:45.525]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 767587] |	 Wynik cząstkowy: 99
[Czas: 15:27:45.526]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 767587] |	 Wynik cząstkowy: 75
