[Czas: 17:37:40.692]	[Dziekan] [PID: 1030248] Rekrutacja otwarta. Generuję komisje i kandydatów 
[Czas: 17:37:53.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030898] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030899] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030900] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030901] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030902] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030903] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.526]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030904] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:53.527]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030905] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.527]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030906] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.527]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030907] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.527]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030908] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.527]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030909] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.530]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030910] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.540]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030911] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.545]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030912] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.578]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030913] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.580]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030914] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.580]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030915] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.580]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030916] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.580]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030917] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.581]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030918] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.581]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030919] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.581]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030920] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.581]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030921] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.581]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030922] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:53.581]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030923] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.642]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030924] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.642]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030925] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.642]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030926] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.642]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030927] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.642]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030928] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030929] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030930] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030931] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030932] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030933] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030934] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030935] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030936] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030937] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030938] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030939] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030940] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030941] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030942] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030943] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.643]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030944] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.644]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030945] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.644]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030946] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.644]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030947] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.644]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030948] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.644]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030949] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.644]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030950] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.644]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030951] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.644]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030952] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:53.644]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030953] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:53.644]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030954] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.645]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030955] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.645]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030956] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.645]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030957] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:53.645]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030958] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.675]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030959] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.677]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030960] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.702]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030961] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.704]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030962] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.704]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030963] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.704]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030964] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.704]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030965] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.704]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030966] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.704]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030967] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.710]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030968] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.717]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030969] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.719]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030970] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.722]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030971] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.779]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030972] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.817]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030973] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.821]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030974] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.827]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030975] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.833]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030976] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.847]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030977] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.880]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030978] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:53.882]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030979] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.269]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030980] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.296]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030981] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.296]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030982] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.296]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030983] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.296]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030984] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.296]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030985] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.296]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030986] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.296]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030987] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030988] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030989] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030990] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030991] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030992] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030993] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030994] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030995] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030996] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030997] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.297]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030998] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.298]	[Dziekan] [PID: 1030248] Kandydat [PID: 1030999] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.298]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031000] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.310]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031001] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.317]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031002] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.318]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031003] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.318]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031004] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.318]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031005] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.318]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031006] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.319]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031007] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.319]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031008] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.319]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031009] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.319]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031010] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.320]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031011] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.320]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031012] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.320]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031013] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.320]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031014] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.320]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031015] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.321]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031016] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.321]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031017] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.321]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031018] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.321]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031019] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.321]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031020] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.321]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031021] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.321]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031022] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:54.322]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031023] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.322]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031024] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.322]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031025] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.322]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031026] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.322]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031027] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.322]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031028] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.322]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031029] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.322]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031030] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.322]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031031] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.322]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031032] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.322]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031033] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.322]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031034] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.356]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031035] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.358]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031036] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.358]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031037] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.358]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031038] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.359]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031039] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.359]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031040] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.359]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031041] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.368]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031042] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.373]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031043] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.419]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031044] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.521]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031045] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:54.528]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031046] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.528]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031047] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.528]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031048] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.528]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031049] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.529]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031050] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.529]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031051] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.529]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031052] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.529]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031053] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.529]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031054] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.529]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031055] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.529]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031056] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.529]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031057] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.529]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031058] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.530]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031059] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.530]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031060] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.530]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031061] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.530]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031062] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.530]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031063] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.530]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031064] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.530]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031065] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.530]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031066] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.530]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031067] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.531]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031068] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.531]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031069] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.531]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031070] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.531]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031071] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.783]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031072] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.799]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031073] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.799]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031074] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.799]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031075] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.799]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031076] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.799]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031077] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.800]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031078] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.820]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031079] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.838]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031080] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.845]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031081] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.850]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031082] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.853]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031083] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.865]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031084] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.868]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031085] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.868]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031086] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.868]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031087] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.868]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031088] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.868]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031089] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.868]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031090] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:54.868]	[Dziekan] [PID: 1030248] Kandydat [PID: 1031091] skierowany do komisji A [PID: 1030249]
